trope,count,movies_with_trope,avg_rating
Lighter and Softer,23,"['TwentyOneJumpStreet2012', 'EdgeofTomorrow', 'MyNeighborTotoro', 'ADangerousMethod', 'BoogieNights', 'Aliens', 'AlienResurrection', 'LiveFreeorDieHard', 'CrazyRichAsians', 'TheRoad', 'BirdBox', 'BigTroubleinLittleChina', 'OnceUponaTimeinHollywood', 'JojoRabbit', 'TheRoadtoElDorado', 'BoratSubsequentMoviefilm', 'Melancholia', 'StarTrekIVTheVoyageHome', 'Paddington2', 'ToyStory2', 'ChickenRunDawnoftheNugget', 'LAConfidential', 'TheKingofComedy']",3.26
Made of Explodium,5,"['TwentyOneJumpStreet2012', 'ThisMeansWar', 'Gravity', 'TheBourneIdentity', 'AlienCovenant']",3.10
Miranda Rights,3,"['TwentyOneJumpStreet2012', 'PatriotsDay', 'MyCousinVinny']",3.00
Mistaken for Racist,3,"['TwentyOneJumpStreet2012', 'DieHardWithaVengeance', 'Glory']",3.33
Motifs,8,"['TwentyOneJumpStreet2012', 'Persona', 'Annihilation', 'Akira', 'Nope', 'PerfectDays', 'BloodSimple', 'MulhollandDrive']",3.56
Non-Human Head,1,['TwentyOneJumpStreet2012'],4.00
Not-So-Harmless Villain,6,"['TwentyOneJumpStreet2012', 'JasonBourne', 'TheGreatEscape', 'JohnWickChapter2', 'MeanStreets', 'TheLivesofOthers']",3.25
Parental Substitute,15,"['TwentyOneJumpStreet2012', 'BoogieNights', 'Aliens', 'ParisTexas', 'TheFloridaProject', 'GoodWillHunting', 'TheEdgeofSeventeen', 'Spotlight', 'EntertheVoid', 'TheHandmaiden', 'AnotherRound', 'FishTank', 'Paddington', 'LAConfidential', 'JerryMaguire']",3.60
Passing the Torch,3,"['TwentyOneJumpStreet2012', 'ADangerousMethod', 'ApocalypseNow']",3.83
Plato Is a Moron,1,['TwentyOneJumpStreet2012'],4.00
Playful Hacker,1,['TwentyOneJumpStreet2012'],4.00
Pretty Fly for a White Guy,3,"['TwentyOneJumpStreet2012', 'Machete', 'Idiocracy']",3.17
Rearrange the Song,2,"['TwentyOneJumpStreet2012', 'SpringBreakers']",4.00
Reconstruction,3,"['TwentyOneJumpStreet2012', 'Tenet', 'Clueless']",3.67
Reboot Snark,1,['TwentyOneJumpStreet2012'],4.00
Remake Cameo,2,"['TwentyOneJumpStreet2012', 'BoogieNights']",4.00
Sassy Black Woman,5,"['TwentyOneJumpStreet2012', 'MySuperExGirlfriend', 'TheLastHouseontheLeft', 'LittleMissSunshine', 'JerryMaguire']",3.30
School Play,2,"['TwentyOneJumpStreet2012', 'LadyBird']",3.50
Schoolyard Bully All Grown Up,2,"['TwentyOneJumpStreet2012', 'HaroldAndKumarGoToWhiteCastle']",3.25
Screams Like a Little Girl,7,"['TwentyOneJumpStreet2012', 'TheNiceGuys', 'GroundhogDay', 'TheRoadtoElDorado', 'TenaciousDinThePickofDestiny', 'Bottoms', 'Friday']",3.21
Secret Message Wink,3,"['TwentyOneJumpStreet2012', 'LifeIsBeautiful', 'Anora']",3.50
Sensitive Guy and Manly Man,7,"['TwentyOneJumpStreet2012', 'Whiplash', 'FightClub', 'BigTroubleinLittleChina', 'GreenBook', 'ThePoweroftheDog', 'ButImaCheerleader']",3.43
The Show Must Go Wrong,1,['TwentyOneJumpStreet2012'],4.00
Stealth Sequel,3,"['TwentyOneJumpStreet2012', 'TheGoodtheBadandtheUgly', 'Split']",3.50
The Stoner,12,"['TwentyOneJumpStreet2012', 'Dogma', 'HardcoreHenry', 'GoodTime', 'TheNightBefore', 'HotTubTimeMachine', 'DazedandConfused', 'Clueless', 'Pride', 'Friday', 'PopstarNeverStopNeverStopping', 'JerryMaguire']",3.04
Talking Is a Free Action,5,"['TwentyOneJumpStreet2012', 'TheHatefulEight', 'ShaunoftheDead', 'KingsmanTheGoldenCircle', 'TheGoodtheBadandtheUgly']",3.70
Teacher/Student Romance,5,"['TwentyOneJumpStreet2012', 'PoliceAcademy', 'Bottoms', 'LittleMissSunshine', 'TwentyFifthHour']",3.50
Teeth-Clenched Teamwork,6,"['TwentyOneJumpStreet2012', 'Battleship', 'TheBourneUltimatum', 'GoodTime', 'MemoriesofMurder', 'Fargo']",3.33
Token Good Teammate,11,"['TwentyOneJumpStreet2012', 'ThePianist', 'LifeIsBeautiful', 'TheHatefulEight', 'TheBreadwinner', 'TheGraduate', 'GreenBook', 'TheKillingFields', 'LittleMissSunshine', 'Bugonia', 'TheThinRedLine']",3.77
Took a Level in Jerkass,4,"['TwentyOneJumpStreet2012', 'TheNeonDemon', 'Lucy', 'Glory']",3.00
Twofer Token Minority,9,"['TwentyOneJumpStreet2012', 'TheSocialNetwork', 'PoultrygeistNightoftheChickenDead', 'BattleoftheSexes', 'BirdBox', 'Hush', 'GreenBook', 'ButImaCheerleader', 'MyOldAss']",3.17
Two-Teacher School,2,"['TwentyOneJumpStreet2012', 'Bottoms']",3.50
Was It All a Lie?,5,"['TwentyOneJumpStreet2012', 'ThisMeansWar', 'RRR', 'LegallyBlonde', 'SwissArmyMan']",3.00
Wild Teen Party,12,"['TwentyOneJumpStreet2012', 'EuroTrip', 'Hereditary', 'WeirdScience', 'HaroldAndKumarGoToWhiteCastle', 'Raw', 'AnotherRound', 'Booksmart', 'WindRiver', 'DazedandConfused', 'RiskyBusiness', 'EighthGrade']",3.33
Wilhelm Scream,4,"['TwentyOneJumpStreet2012', 'RatchetAndClank2016', 'HaroldAndKumarGoToWhiteCastle', 'Machete']",2.62
Acronym and Abbreviation Overload,2,"['ThisMeansWar', 'DieHard2']",2.25
Agents Dating,3,"['ThisMeansWar', 'PoliceAcademy', 'BlackBag']",2.67
All Girls Want Bad Boys,16,"['ThisMeansWar', 'HowtoTrainYourDragon2', 'TheBreakfastClub', 'AStreetcarNamedDesire', 'CityofGod', 'WildStrawberries', 'TwinPeaks', 'Badlands1973', 'EasyRider', 'TheEdgeofSeventeen', 'Machete', 'ValerianandtheCityofaThousandPlanets', 'TheMaskofZorro', 'Bridesmaids', 'SomeLikeItHot', 'KPopDemonHunters']",3.44
Bad Liar,15,"['ThisMeansWar', 'AmericanHustle', 'CaptainAmericaTheWinterSoldier', 'CaptainAmericaCivilWar', 'TaxiDriver', 'RogueOneAStarWarsStory', 'GuardiansoftheGalaxyVol2', 'DearZacharyALettertoaSonAboutHisFather', 'InglouriousBasterds', 'EightAndAHalf', 'TheTrumanShow', 'Booksmart', 'StarTrekVTheFinalFrontier', 'Sinners', 'MartySupreme']",3.53
Boyfriend Bluff,3,"['ThisMeansWar', 'LegallyBlonde', 'HowlsMovingCastle']",2.83
Bros Before Hoes,3,"['ThisMeansWar', 'FiftyFifty2011', 'Elle']",3.00
Can't Believe I Said That,2,"['ThisMeansWar', 'ScottPilgrimvstheWorld']",3.00
Cock Fight,2,"['ThisMeansWar', 'Barbie']",2.75
Cynicism Catalyst,7,"['ThisMeansWar', 'Gravity', 'PacificRim', 'Casablanca', 'BarryLyndon', 'EverythingEverywhereAllatOnce', 'KissKissBangBang']",3.50
Did Not Get the Girl,20,"['ThisMeansWar', 'CatchMeIfYouCan', 'Casablanca', 'TheUmbrellasofCherbourg', 'IntheMoodforLove', 'LaLaLand', 'BigTroubleinLittleChina', 'PortraitofaLadyonFire', 'ChasingAmy', 'JojoRabbit', 'BrideWars', 'Nomadland', 'Her', 'SpiderManHomecoming', 'SpiderManNoWayHome', 'BarryLyndon', 'PorcoRosso', 'IlPosto', 'KissKissBangBang', 'TheRemainsoftheDay']",3.33
Disney Villain Death,19,"['ThisMeansWar', 'Spy', 'TheGrandBudapestHotel', 'RatchetAndClank2016', 'TheNiceGuys', 'HardcoreHenry', 'RogueOneAStarWarsStory', 'BabyDriver', 'GoodTime', 'ThePhantomMenace', 'TheLegoMovie', 'Outland', 'StarTrekIIITheSearchforSpock', 'Paddington', 'ToyStory2', 'RaidersoftheLostArk', 'TheEmperorsNewGroove', 'Up', 'TheRock']",2.95
Enhance Button,9,"['ThisMeansWar', 'Spy', 'TheDeparted', 'BladeRunner', 'Alien3', 'Lucy', 'BlowUp', 'Arrival', 'TheTrumanShow']",3.22
Fake-Out Make-Out,5,"['ThisMeansWar', 'Inception', 'FightClub', 'GoodTime', 'KissKissBangBang']",3.10
Flexibility Equals Sex Ability,1,['ThisMeansWar'],2.00
Freudian Excuse,30,"['ThisMeansWar', 'ADangerousMethod', 'CatchMeIfYouCan', 'TheSwanPrincess', 'HowtoTrainYourDragon2', 'TwelveAngryMen', 'OntheWaterfront', 'Frank', 'Fences', 'KingsmanTheGoldenCircle', 'LiveFreeorDieHard', 'ITonya', 'GoodWillHunting', 'BirdBox', 'WeNeedtoTalkAboutKevin', 'Crash', 'Split', 'BillAndTedsExcellentAdventure', 'Melancholia', 'TheMenu', 'Tusk', 'TheHoldovers', 'DazedandConfused', 'ButImaCheerleader', 'TheBrutalist', 'TheSkinILiveIn', 'BlackBag', 'Glory', 'TheKingofComedy', 'TheConformist']",3.25
Friends Turned Romantic Rivals,1,['ThisMeansWar'],2.00
Head-Tiltingly Kinky,2,"['ThisMeansWar', 'BoogieNights']",3.00
Here We Go Again!,19,"['ThisMeansWar', 'AllAboutEve', 'FindingDory', 'CityofGod', 'DieHard2', 'ThePost', 'TheBreadwinner', 'FunnyGames', 'TheBigShort', 'BrideWars', 'ThankYouforSmoking', 'JohnWickChapter4', 'GameNight', 'ErinBrockovich', 'TheDeathofStalin', 'TheProducers', 'ChickenRunDawnoftheNugget', 'OfficeSpace', 'PalmSprings']",3.29
Heterosexual Life-Partners,22,"['ThisMeansWar', 'MysticRiver', 'Dogma', 'ShaunoftheDead', 'CatonaHotTinRoof', 'TheGreatEscape', 'Jackie', 'LettheRightOneIn', 'GoodWillHunting', 'EasyRider', 'WeirdScience', 'SoylentGreen', 'OnceUponaTimeinHollywood', 'FrancesHa', 'Crash', 'ChasingAmy', 'BrideWars', 'TheRoadtoElDorado', 'Booksmart', 'RRR', 'TheKillingFields', 'Bridesmaids']",2.98
"Huge Guy, Tiny Girl",2,"['ThisMeansWar', 'NottingHill']",1.75
Internal Reveal . Katie and Joe discover what Tuck actually does when footage of the car chase is broadcast on the news. The Reveal Prompts Romance,1,['ThisMeansWar'],2.00
Letting the Air out of the Band,2,"['ThisMeansWar', 'DisasterMovie']",1.25
Liar Revealed,4,"['ThisMeansWar', 'Andhadhun', 'Luca', 'Bottoms']",2.88
The Masquerade Will Kill Your Dating Life,1,['ThisMeansWar'],2.00
The Obi-Wannabe,2,"['ThisMeansWar', 'HotTubTimeMachine']",2.00
Only Known by Initials,3,"['ThisMeansWar', 'RearWindow', 'BabyDriver']",3.33
Playing Drunk,4,"['ThisMeansWar', 'TheNiceGuys', 'PromisingYoungWoman', 'OneBattleAfterAnother']",3.25
Pair the Spares,3,"['ThisMeansWar', 'RearWindow', 'BigTroubleinLittleChina']",3.33
Spotlight-Stealing Squad,3,"['ThisMeansWar', 'AStreetcarNamedDesire', 'Aliens']",3.17
So Much for Stealth,3,"['ThisMeansWar', 'DieHard2', 'TheDayAfterTomorrow']",2.33
Stalker with a Crush,17,"['ThisMeansWar', 'ASingleMan', 'TaxiDriver', 'GroundhogDay', 'EternalSunshineoftheSpotlessMind', 'BoogieNights', 'DearZacharyALettertoaSonAboutHisFather', 'TheApartment', 'TheHottieAndTheNottie', 'TheConversation', 'Searching', 'PerfectBlue', 'KikisDeliveryService', 'SwissArmyMan', 'HowlsMovingCastle', 'GirlInterrupted', 'TheKingofComedy']",3.44
Arduous Descent to Terra Firma,2,"['Gravity', 'ToyStory2']",3.75
Artistic License – Space,14,"['Gravity', 'StarWarsTheForceAwakens', 'IronSky', 'TwoThousandOneASpaceOdyssey', 'Gattaca', 'AlienResurrection', 'IndependenceDay', 'OnceUponaTimeinHollywood', 'AdAstra', 'Moon', 'Outland', 'Melancholia', 'StarTrekVTheFinalFrontier', 'StarTrekVITheUndiscoveredCountry']",3.04
The Captain,2,"['Gravity', 'Glory']",3.25
Coming in Hot,9,"['Gravity', 'PacificRim', 'StarWarsTheForceAwakens', 'RogueOneAStarWarsStory', 'Dunkirk', 'EnemyMine', 'ThePhantomMenace', 'StarTrekVTheFinalFrontier', 'HowlsMovingCastle']",3.11
Conveniently Close Planet,5,"['Gravity', 'StarWarsTheForceAwakens', 'Alien3', 'AlienCovenant', 'EnemyMine']",3.30
Cool Starship,11,"['Gravity', 'StarWarsTheForceAwakens', 'IronSky', 'RogueOneAStarWarsStory', 'Prometheus', 'ReadyPlayerOne', 'TheLegoMovie', 'StarTrekIIITheSearchforSpock', 'StarTrekVITheUndiscoveredCountry', 'StarTrekTheMotionPicture', 'TheRockyHorrorPictureShow']",3.14
Cut the Safety Rope,3,"['Gravity', 'BigHero6', 'TheDayAfterTomorrow']",3.33
"Damn You, Muscle Memory!",5,"['Gravity', 'EdgeofTomorrow', 'ThorRagnarok', 'ToyStory1', 'TheEmperorsNewGroove']",3.70
Danger Deadpan,3,"['Gravity', 'TwoThousandOneASpaceOdyssey', 'Aliens']",4.00
Dangerous Orbital Debris,1,['Gravity'],3.50
Death by Falling Over,5,"['Gravity', 'CatchMeIfYouCan', 'TheNiceGuys', 'Dunkirk', 'TheFanatic']",3.20
Disaster Dominoes,15,"['Gravity', 'BoogieNights', 'DrStrangeloveorHowILearnedtoStopWorryingandLovetheBomb', 'Valkyrie', 'GrizzlyMan', 'Brazil', 'PoliceAcademy', 'StandbyMe', 'GameNight', 'Chernobyl', 'Paddington', 'Paddington2', 'ToyStory1', 'InsideOut2', 'TheIronGiant']",3.70
Disaster Movie,2,"['Gravity', 'Chernobyl']",4.00
Disney Death,17,"['Gravity', 'TheSwanPrincess', 'HotFuzz', 'GoodbyeChristopherRobin', 'IndependenceDay', 'OBrotherWhereArtThou', 'NineteenSeventeen', 'TheHost', 'TheUnbearableWeightofMassiveTalent', 'Nope', 'ToyStory1', 'ETtheExtraTerrestrial', 'Flow2024', 'ChickenRunDawnoftheNugget', 'TheEmperorsNewGroove', 'TheIronGiant', 'KissKissBangBang']",3.35
Dissonant Serenity,22,"['Gravity', 'Dogma', 'TwelveAngryMen', 'AStreetcarNamedDesire', 'CityofGod', 'FantasticBeastsandWheretoFindThem', 'RogueOneAStarWarsStory', 'NoCountryforOldMen', 'TheMaster', 'Annihilation', 'ReadyPlayerOne', 'BirdBox', 'GreenRoom', 'Midsommar', 'TheLegoMovie', 'Us', 'TheZoneofInterest', 'TheRockyHorrorPictureShow', 'Sinners', 'OfficeSpace', 'MyCousinVinny', 'TheThinRedLine']",3.48
Dramatic Space Drifting,4,"['Gravity', 'TwoThousandOneASpaceOdyssey', 'TheAbyss', 'AdAstra']",3.75
Drowning Pit,9,"['Gravity', 'PacificRim', 'NowYouSeeMe2', 'Dunkirk', 'TheAbyss', 'BigTroubleinLittleChina', 'ThePrestige', 'Onward', 'TheDayAfterTomorrow']",3.33
Dying Alone,8,"['Gravity', 'SynecdocheNewYork', 'Moon', 'TheIrishman', 'TheLighthouse', 'GraveoftheFireflies', 'TheGodfather', 'TheGodfatherPartII']",3.56
Escape Pod,3,"['Gravity', 'TwoThousandOneASpaceOdyssey', 'Prometheus']",3.83
"Everybody's Dead, Dave",9,"['Gravity', 'FromDuskTillDawn', 'TwoThousandOneASpaceOdyssey', 'AssassinsCreed', 'Aliens', 'Alien3', 'TheIrishman', 'TheRock', 'Snowpiercer']",3.22
Explosions in Space,2,"['Gravity', 'TwoThousandOneASpaceOdyssey']",4.25
Explosive Decompression,4,"['Gravity', 'TwoThousandOneASpaceOdyssey', 'AlienResurrection', 'AdAstra']",3.25
Explosive Instrumentation,7,"['Gravity', 'RogueOneAStarWarsStory', 'TheAbyss', 'ThePhantomMenace', 'StarTrekIIITheSearchforSpock', 'StarTrekIVTheVoyageHome', 'StarTrekTheMotionPicture']",3.07
Fatal Family Photo,5,"['Gravity', 'ApocalypseNow', 'TraintoBusan', 'AdAstra', 'NineteenSeventeen']",3.10
Fetal Position Rebirth,3,"['Gravity', 'EntertheVoid', 'AustinPowersInternationalManofMystery']",3.00
First-Name Basis,11,"['Gravity', 'Vertigo', 'TheGrandBudapestHotel', 'Inception', 'HiddenFigures', 'District9', 'JojoRabbit', 'StarTrekVTheFinalFrontier', 'Chernobyl', 'TheProducers', 'ChickenRunDawnoftheNugget']",3.45
Flechette Storm,1,['Gravity'],3.50
Floating Water,2,"['Gravity', 'TheAbyss']",3.50
Gone Horribly Wrong,4,"['Gravity', 'EventHorizon', 'RRR', 'Chernobyl']",3.50
Gratuitous Spanish,6,"['Gravity', 'Aliens', 'KnivesOut', 'TheMaskofZorro', 'Bridesmaids', 'MulhollandDrive']",3.50
Heads-Up Display,1,['Gravity'],3.50
Helpful Hallucination,1,['Gravity'],3.50
Hitler Cam,5,"['Gravity', 'DallasBuyersClub', 'TheSocialNetwork', 'WarforthePlanetoftheApes', 'TheLighthouse']",3.60
Improvised Microgravity Maneuvering,1,['Gravity'],3.50
Indy Ploy,10,"['Gravity', 'TheHobbitTheDesolationofSmaug', 'EdgeofTomorrow', 'District9', 'DieHardWithaVengeance', 'LiveFreeorDieHard', 'GoodTime', 'TheAbyss', 'RRR', 'BlacKkKlansman']",3.30
"In Space, Everyone Can See Your Face",6,"['Gravity', 'TheAbyss', 'ValerianandtheCityofaThousandPlanets', 'Arrival', 'StarTrekTheMotionPicture', 'ETtheExtraTerrestrial']",3.58
"It's a Small World, After All",3,"['Gravity', 'Casablanca', 'Incendies']",4.17
Jammed Seatbelts,1,['Gravity'],3.50
Jet Pack,2,"['Gravity', 'StarTrekVTheFinalFrontier']",2.50
Language Barrier,7,"['Gravity', 'CatchMeIfYouCan', 'Okja', 'DieHardWithaVengeance', 'Machete', 'StarTrekIVTheVoyageHome', 'AnatomyofaFall']",3.50
Magic Countdown,5,"['Gravity', 'Aliens', 'FightClub', 'JohnWickChapter4', 'StarTrekIIITheSearchforSpock']",3.50
The Main Characters Do Everything,7,"['Gravity', 'Battleship', 'PatriotsDay', 'DieHardWithaVengeance', 'Arrival', 'PoliceAcademy', 'ChickenRunDawnoftheNugget']",2.86
Missing Mission Control,2,"['Gravity', 'DieHard2']",3.00
Monumental Damage,6,"['Gravity', 'EdgeofTomorrow', 'Battleship', 'IronSky', 'TheAbyss', 'TheDayAfterTomorrow']",2.67
No Peripheral Vision,2,"['Gravity', 'TheUnbearableWeightofMassiveTalent']",3.50
No Time to Think,2,"['Gravity', 'TheAbyss']",3.50
Obfuscated Interface,1,['Gravity'],3.50
One Size Fits All,1,['Gravity'],3.50
Orphaned Setup,3,"['Gravity', 'TheBreakfastClub', 'MarriageStory']",3.83
Outrun the Fireball,9,"['Gravity', 'RatchetAndClank2016', 'Aliens', 'EventHorizon', 'DieHardWithaVengeance', 'Overlord', 'MoonriseKingdom', 'TheDayAfterTomorrow', 'TheRock']",2.89
Peek-a-Boo Corpse,6,"['Gravity', 'HacksawRidge', 'TheGoonies', 'PrideandPrejudiceandZombies', 'Outland', 'TwinPeaksFireWalkwithMe']",3.17
Percussive Maintenance,8,"['Gravity', 'TheBridgeontheRiverKwai', 'Aliens', 'Brazil', 'PoliceAcademy', 'Us', 'HotTubTimeMachine', 'HowlsMovingCastle']",3.31
P.O.V. Cam,12,"['Gravity', 'HardcoreHenry', 'PunchDrunkLove', 'Aliens', 'Alien3', 'Shoah', 'AllAboutMyMother', 'TheGraduate', 'EntertheVoid', 'TheHandmaiden', 'TheDoubleLifeofVeronique', 'LaChimera']",3.42
Precision F-Strike Kowalski,1,['Gravity'],3.50
Read the Freaking Manual,1,['Gravity'],3.50
Reality Has No Subtitles,11,"['Gravity', 'BridgeofSpies', 'PatriotsDay', 'RomancingtheStone', 'BigTroubleinLittleChina', 'Midsommar', 'PoorThings', 'ThePiano', 'BeforeSunrise', 'TheAssistant', 'MartySupreme']",3.50
Recycled with a Gimmick,10,"['Gravity', 'IronSky', 'District9', 'EventHorizon', 'EnemyMine', 'WeirdScience', 'OnceUponaTimeinHollywood', 'AdAstra', 'Machete', 'TheRoadtoElDorado']",2.70
Reentry Scare,2,"['Gravity', 'HiddenFigures']",3.25
Remembered I Could Fly,1,['Gravity'],3.50
Rule of Drama,7,"['Gravity', 'Alien3', 'TheSocialNetwork', 'TheDayAfterTomorrow', 'Fargo', 'ETtheExtraTerrestrial', 'MyCousinVinny']",3.57
Sacrificial Lion,11,"['Gravity', 'LifeIsBeautiful', 'Battleship', 'OntheWaterfront', 'CityofGod', 'HellorHighWater', 'RosemarysBaby', 'Aliens', 'Alien3', 'ZeroDarkThirty', 'BoyzntheHood']",3.36
Scare Chord,8,"['Gravity', 'TheHatefulEight', 'Persona', 'WeNeedtoTalkAboutKevin', 'Eraserhead', 'GraveoftheFireflies', 'MulhollandDrive', 'Amadeus']",3.75
Science Hero,1,['Gravity'],3.50
Significant First Steps,1,['Gravity'],3.50
Sinking Ship Scenario,1,['Gravity'],3.50
Space Friction,1,['Gravity'],3.50
Space Is Cold,1,['Gravity'],3.50
Space Is Noisy,4,"['Gravity', 'IronSky', 'AdAstra', 'Moon']",2.75
Space Isolation Horror,4,"['Gravity', 'EventHorizon', 'HighLife', 'Moon']",3.25
Space Station,1,['Gravity'],3.50
Standardised Space Views,2,"['Gravity', 'Annihilation']",3.50
Survivorship Bias,3,"['Gravity', 'ThePianist', 'SonofSaul']",4.00
Symbolic Baptism,4,"['Gravity', 'Dogma', 'Gattaca', 'OBrotherWhereArtThou']",3.25
Take My Hand!,9,"['Gravity', 'Vertigo', 'Aliens', 'EventHorizon', 'KikisDeliveryService', 'MoonriseKingdom', 'TheUnbearableWeightofMassiveTalent', 'TheDayAfterTomorrow', 'TheRock']",3.33
That's an Order!,3,"['Gravity', 'NineteenSeventeen', 'PathsofGlory']",3.33
The World Is Just Awesome,6,"['Gravity', 'Lucy', 'EntertheVoid', 'Ikiru', 'KikisDeliveryService', 'ETtheExtraTerrestrial']",2.83
You Have GOT to Be Kidding Me!,13,"['Gravity', 'Battleship', 'Dogma', 'HacksawRidge', 'PatriotsDay', 'BabyDriver', 'DieHard2', 'ThePrestige', 'Outland', 'TheMenu', 'LegallyBlonde', 'TenaciousDinThePickofDestiny', 'LAConfidential']",3.15
You Talk Too Much!,1,['Gravity'],3.50
Ambiguously Brown,4,"['AmericanHustle', 'IronMan3', 'Boyhood', 'Crash']",3.38
"Blonde, Brunette, Redhead",8,"['AmericanHustle', 'CaptainAmericaTheWinterSoldier', 'TheSwanPrincess', 'ScottPilgrimvstheWorld', 'Machete', 'Atonement', 'Clueless', 'SomeLikeItHot']",3.56
Byronic Heroine,1,['AmericanHustle'],3.50
Conmen Hate Guns,1,['AmericanHustle'],3.50
Costume Porn,12,"['AmericanHustle', 'Carol', 'TheDevilWearsPrada', 'AllAboutEve', 'TheSevenYearItch', 'ThorRagnarok', 'CrazyRichAsians', 'PhantomThread', 'ValerianandtheCityofaThousandPlanets', 'JojoRabbit', 'AmericanPsycho', 'BlackPanther']",3.46
Crazy Cat Lady,4,"['AmericanHustle', 'Spy', 'LettheRightOneIn', 'TheLegoMovie']",3.25
Corrupt Politician,3,"['AmericanHustle', 'Akira', 'PoliceAcademy']",3.17
Cry into Chest,5,"['AmericanHustle', 'FightClub', 'TwinPeaksFireWalkwithMe', 'BarryLyndon', 'GlassOnion']",3.90
Disposable Fiancé,7,"['AmericanHustle', 'LifeIsBeautiful', 'TheGlassCastle', 'LaLaLand', 'OBrotherWhereArtThou', 'BrideWars', 'Secretary']",2.93
Dramatization,5,"['AmericanHustle', 'DonnieBrasco', 'Snowden', 'DumbMoney', 'Pride']",3.00
Everything's Better with Sparkles,2,"['AmericanHustle', 'MyNeighborTotoro']",3.75
The Face,1,['AmericanHustle'],3.50
Face–Heel Turn,11,"['AmericanHustle', 'TheHatefulEight', 'RatchetAndClank2016', 'JasonBourne', 'RosemarysBaby', 'EventHorizon', 'TraintoBusan', 'Overlord', 'Outland', 'TheGodfather', 'TheGodfatherPartII']",3.23
Fauxreigner,2,"['AmericanHustle', 'PoliceAcademy']",3.25
From the Mouths of Babes,6,"['AmericanHustle', 'TheNiceGuys', 'GoodbyeChristopherRobin', 'Searching', 'Veronica', 'JerryMaguire']",3.00
Going Fur a Swim,3,"['AmericanHustle', 'HotTubTimeMachine', 'PalmSprings']",2.83
Happily Adopted,4,"['AmericanHustle', 'TheSwanPrincess', 'Room', 'LadyBird']",3.12
I Just Want to Be Loved,1,['AmericanHustle'],3.50
I'll Never Tell You What I'm Telling You!,1,['AmericanHustle'],3.50
Improbable Age,4,"['AmericanHustle', 'CatchMeIfYouCan', 'JasonBourne', 'ZeroDarkThirty']",3.12
Intimate Open Shirt,1,['AmericanHustle'],3.50
The Klutz,2,"['AmericanHustle', 'TheHost']",3.75
Let Me Tell You a Story,2,"['AmericanHustle', 'ChasingAmy']",2.75
Microwave Misuse,1,['AmericanHustle'],3.50
Misplaced-Names Poster,5,"['AmericanHustle', 'GoodWillHunting', 'SomeLikeItHot', 'TheRock', 'OneofThemDays']",3.30
Mixed Metaphor,4,"['AmericanHustle', 'TheBigLebowski', 'TheSocialNetwork', 'RomancingtheStone']",3.75
Navel-Deep Neckline,1,['AmericanHustle'],3.50
Nice Guy,48,"['AmericanHustle', 'Spy', 'MyNeighborTotoro', 'ToKillaMockingbird', 'LazerTeam', 'AStreetcarNamedDesire', 'Frank', 'CityofGod', 'GroundhogDay', 'TwelveYearsASlave', 'HardcoreHenry', 'HacksawRidge', 'PunchDrunkLove', 'ManchesterbytheSea', 'SunsetBoulevard', 'AlienResurrection', 'BabyDriver', 'PoultrygeistNightoftheChickenDead', 'LaLaLand', 'WeNeedtoTalkAboutKevin', 'IntheNameoftheFather', 'Crash', 'EyesWideShut', 'PromisingYoungWoman', 'SoundofMetal', 'LicoricePizza', 'ThePoweroftheDog', 'TheWrestler', 'AnatomyofaFall', 'Atonement', 'PerfectDays', 'Mustang', 'LegallyBlonde', 'NottingHill', 'SnakesonaPlane', 'Bridesmaids', 'DazedandConfused', 'Claudine', 'TheBrutalist', 'LittleMissSunshine', 'Adaptation', 'Companion', 'PopstarNeverStopNeverStopping', 'JungleFever', 'TheLifeofChuck', 'DangerousAnimals', 'Amadeus', 'MyCousinVinny']",3.46
Nobody Touches the Hair,1,['AmericanHustle'],3.50
Pretty in Mink,13,"['AmericanHustle', 'Carol', 'TheDevilWearsPrada', 'CatchMeIfYouCan', 'DialMforMurder', 'SunsetBoulevard', 'TheRoyalTenenbaums', 'TheApartment', 'ITonya', 'EightAndAHalf', 'TheZoneofInterest', 'Anora', 'LAConfidential']",3.58
Recruiting the Criminal,1,['AmericanHustle'],3.50
"Reformed, but Rejected",1,['AmericanHustle'],3.50
Right for the Wrong Reasons,7,"['AmericanHustle', 'BabyDriver', 'KingsmanTheGoldenCircle', 'Searching', 'Booksmart', 'LegallyBlonde', 'ButImaCheerleader']",3.21
Running Gagged,1,['AmericanHustle'],3.50
